Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
projet de loi autorisant la ratification de l'accord de partenariat économique d'étape entre la Côte d'Ivoire, d'une part, et la Communauté européenne et ses États membres, d'autre part;projet de loi;19/06/2013;http://www.senat.fr/dossier-legislatif/pjl14-560.html;promulgué;;;19/10/2015;2015-1303;Affaires étrangères et coopération, Entreprises, Union européenne
projet de loi autorisant la ratification de l'accord entre la Communauté européenne et ses Etats membres, d'une part, et la République d'Afrique du Sud, d'autre part, modifiant l'accord sur le commerce, le développement et la coopération;projet de loi;10/07/2013;http://www.senat.fr/dossier-legislatif/pjl14-561.html;promulgué;;;19/10/2015;2015-1302;Affaires étrangères et coopération
projet de loi relatif à la modernisation du droit de l'outre-mer;projet de loi;29/04/2015;http://www.senat.fr/dossier-legislatif/pjl14-422.html;promulgué;;;14/10/2015;2015-1268;Outre-mer
proposition de loi relative au deuxième dividende numérique et à la poursuite de la modernisation de la télévision numérique terrestre;proposition de loi;28/05/2015;http://www.senat.fr/dossier-legislatif/ppl14-544.html;promulgué;;;14/10/2015;2015-1267;Recherche, sciences et techniques
projet de loi autorisant l'approbation de l'accord entre la France et la Russie sur le règlement lié à la cessation relatif à la coopération dans le domaine de la construction de bâtiments de projection et de commandement;projet de loi;26/08/2015;http://www.senat.fr/dossier-legislatif/pjl14-695.html;promulgué;;;09/10/2015;2015-1254;Affaires étrangères et coopération, Économie et finances, fiscalité, Traités et conventions
projet de loi autorisant la ratification de l'accord avec Saint-Barthélemy sur la fiscalité de l'épargne et la coopération administrative dans le domaine de la fiscalité;projet de loi;04/02/2015;http://www.senat.fr/dossier-legislatif/pjl14-418.html;promulgué;;;07/10/2015;2015-1236;Affaires étrangères et coopération, Économie et finances, fiscalité, Union européenne
projet de loi autorisant la ratification de la convention du Conseil de l'Europe relative au blanchiment, au dépistage, à la saisie et à la confiscation des produits du crime et au financement du terrorisme;projet de loi;06/02/2013;http://www.senat.fr/dossier-legislatif/pjl12-419.html;promulgué;;;30/09/2015;2015-1197;Affaires étrangères et coopération, Traités et conventions, Union européenne
projet de loi approbation de l'accord entre le Gouvernement de la République française et le Secrétariat de la Convention-cadre des Nations unies sur les changements climatiques et son Protocole de Kyoto;projet de loi;10/06/2015;http://www.senat.fr/dossier-legislatif/pjl14-512.html;promulgué;;;30/09/2015;2015-1198;Affaires étrangères et coopération, Environnement, Traités et conventions
projet de loi portant adaptation de la procédure pénale au droit de l'Union européenne;projet de loi;23/04/2014;http://www.senat.fr/dossier-legislatif/pjl13-482.html;promulgué;partiellement conforme;13/08/2015;17/08/2015;2015-993;Justice, Union européenne
projet de loi relatif à la transition énergétique pour la croissance verte;projet de loi;30/07/2014;http://www.senat.fr/dossier-legislatif/pjl14-016.html;promulgué;partiellement conforme;13/08/2015;17/08/2015;2015-992;Énergie, Environnement
projet de loi relatif au dialogue social et à l'emploi;projet de loi;22/04/2015;http://www.senat.fr/dossier-legislatif/pjl14-476.html;promulgué;partiellement conforme;13/08/2015;17/08/2015;2015-994;Questions sociales et santé, Société, Travail
projet de loi portant nouvelle organisation territoriale de la République;projet de loi;18/06/2014;http://www.senat.fr/dossier-legislatif/pjl13-636.html;promulgué;partiellement conforme;06/08/2015;07/08/2015;2015-991;Collectivités territoriales, Pouvoirs publics et Constitution
projet de loi pour la croissance, l'activité et l'égalité des chances économiques;projet de loi;11/12/2014;http://www.senat.fr/dossier-legislatif/pjl14-300.html;promulgué;partiellement conforme;05/08/2015;06/08/2015;2015-990;Entreprises, PME, commerce et artisanat
projet de loi ratifiant l'ordonnance n° 2014-1090 du 26 septembre 2014 relative à la mise en accessibilité des établissements recevant du public, des transports publics, des bâtiments d'habitation et de la voirie pour les personnes handicapées;projet de loi;04/02/2015;http://www.senat.fr/dossier-legislatif/pjl14-276.html;promulgué;;;05/08/2015;2015-988;Questions sociales et santé, Société
projet de loi organique relatif à la consultation sur l'accession de la Nouvelle-Calédonie à la pleine souveraineté;projet de loi organique;08/04/2015;http://www.senat.fr/dossier-legislatif/pjl14-402.html;promulgué;;30/07/2015;05/08/2015;2015-987;Outre-mer, Pouvoirs publics et Constitution
projet de loi de règlement du budget et d'approbation des comptes de l'année 2014;projet de loi de règlement;27/05/2015;http://www.senat.fr/dossier-legislatif/pjl14-596.html;promulgué;;;03/08/2015;2015-957;Budget, Économie et finances, fiscalité
projet de loi relatif à la réforme de l'asile;projet de loi;23/07/2014;http://www.senat.fr/dossier-legislatif/pjl14-193.html;promulgué;;;29/07/2015;2015-925;Affaires étrangères et coopération, Justice
projet de loi actualisant la programmation militaire pour les années 2015 à 2019 et portant diverses dispositions concernant la défense;projet de loi;20/05/2015;http://www.senat.fr/dossier-legislatif/pjl14-494.html;promulgué;;;28/07/2015;2015-917;Affaires étrangères et coopération, Défense
projet de loi relatif au renseignement;projet de loi;19/03/2015;http://www.senat.fr/dossier-legislatif/pjl14-424.html;promulgué;partiellement conforme;23/07/2015;24/07/2015;2015-912;Défense, Police et sécurité
projet de loi autorisant l'approbation du protocole additionnel à la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement du Royaume du Maroc;projet de loi;15/04/2015;http://www.senat.fr/dossier-legislatif/pjl14-543.html;promulgué;;;24/07/2015;2015-905;Affaires étrangères et coopération, Justice
proposition de loi organique relative à la nomination du président de la commission nationale de contrôle des techniques de renseignement;proposition de loi organique;07/05/2015;http://www.senat.fr/dossier-legislatif/ppl14-430.html;promulgué;;23/07/2015;24/07/2015;2015-911;Pouvoirs publics et Constitution
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement des États-Unis d'Amérique sur l'indemnisation de certaines victimes de la Shoah déportées depuis la France, non couvertes par des programmes français;projet de loi;08/04/2015;http://www.senat.fr/dossier-legislatif/pjl14-554.html;promulgué;;;23/07/2015;2015-892;Affaires étrangères et coopération, Société
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Royaume de Belgique relatif à la coopération transfrontalière en matière policière et douanière;projet de loi;23/07/2014;http://www.senat.fr/dossier-legislatif/pjl14-562.html;promulgué;;;23/07/2015;2015-891;Affaires étrangères et coopération, Police et sécurité
projet de loi autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre dans le domaine de l'enseignement;projet de loi;11/03/2015;http://www.senat.fr/dossier-legislatif/pjl14-563.html;promulgué;;;15/07/2015;2015-854;Affaires étrangères et coopération, Éducation
proposition de loi visant à la réouverture exceptionnelle des délais d'inscription sur les listes électorales;proposition de loi;04/03/2015;http://www.senat.fr/dossier-legislatif/ppl14-375.html;promulgué;;;13/07/2015;2015-852;Pouvoirs publics et Constitution
projet de loi autorisant l'approbation de l'accord sous forme d'échange de notes verbales entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre relatif à la création d'un bureau à contrôles nationaux juxtaposés à Porta;projet de loi;03/01/2014;http://www.senat.fr/dossier-legislatif/pjl13-260.html;promulgué;;;07/07/2015;2015-824;Affaires étrangères et coopération, Économie et finances, fiscalité
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre relatif à la gestion commune de la ressource en eau dans le bassin hydrographique des sources de l'Ariège;projet de loi;03/01/2014;http://www.senat.fr/dossier-legislatif/pjl13-261.html;promulgué;;;07/07/2015;2015-821;Aménagement du territoire, Environnement
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre portant délimitation de la frontière;projet de loi;03/01/2014;http://www.senat.fr/dossier-legislatif/pjl13-262.html;promulgué;;;07/07/2015;2015-822;Affaires étrangères et coopération, Union européenne
projet de loi autorisant la ratification de la convention internationale de Nairobi sur l'enlèvement des épaves;projet de loi;10/07/2013;http://www.senat.fr/dossier-legislatif/pjl14-356.html;promulgué;;;07/07/2015;2015-820;Affaires étrangères et coopération, Traités et conventions
projet de loi autorisant la ratification de l'accord d'association entre l'Union européenne et la Communauté européenne de l'énergie atomique et leurs États membres, d'une part, et l'Ukraine, d'autre part;projet de loi;25/03/2015;http://www.senat.fr/dossier-legislatif/pjl14-365.html;promulgué;;;07/07/2015;2015-823;Affaires étrangères et coopération, Énergie, Union européenne
projet de loi ratifiant l'ordonnance n° 2014-1539 du 19 décembre 2014 relative à l'élection des conseillers métropolitains de Lyon;projet de loi;14/01/2015;http://www.senat.fr/dossier-legislatif/pjl14-224.html;promulgué;;;06/07/2015;2015-816;Collectivités territoriales
projet de loi modifiant la loi n° 2004-639 du 2 juillet 2004 relative à l'octroi de mer;projet de loi;25/03/2015;http://www.senat.fr/dossier-legislatif/pjl14-366.html;promulgué;;;29/06/2015;2015-762;Économie et finances, fiscalité, Outre-mer
projet de loi autorisant la ratification d'un accord de partenariat et de coopération établissant un partenariat entre les Communautés européennes et leurs Etats membres, d'une part, et le Turkménistan, d'autre part;projet de loi;04/11/2009;http://www.senat.fr/dossier-legislatif/pjl11-523.html;promulgué;;;25/06/2015;2015-735;Affaires étrangères et coopération, Traités et conventions, Union européenne
projet de loi autorisant la ratification de l'accord entre le Gouvernement de la République française et le Gouvernement du Turkménistan relatif aux services aériens;projet de loi;14/02/2014;http://www.senat.fr/dossier-legislatif/pjl13-370.html;promulgué;;;25/06/2015;2015-736;Affaires étrangères et coopération, Transports
projet de loi ratifiant l'ordonnance n° 2014-806 du 17 juillet 2014 modifiant le chapitre unique du titre VIII du livre VII de la troisième partie du code de l'éducation;projet de loi;03/12/2014;http://www.senat.fr/dossier-legislatif/pjl14-148.html;promulgué;;;25/06/2015;2015-737;Éducation, Outre-mer
proposition de loi visant à faciliter l'expulsion des squatteurs de domicile;proposition de loi;05/06/2014;http://www.senat.fr/dossier-legislatif/ppl13-586.html;promulgué;;;24/06/2015;2015-714;Logement et urbanisme
proposition de loi relative au renforcement de la protection des installations civiles abritant des matières nucléaires;proposition de loi;18/09/2013;http://www.senat.fr/dossier-legislatif/ppl14-277.html;promulgué;;;02/06/2015;2015-588;Défense, Énergie, Police et sécurité
projet de loi autorisant l'approbation de l'arrangement concernant les services postaux de paiement;projet de loi;03/12/2014;http://www.senat.fr/dossier-legislatif/pjl14-327.html;promulgué;;;20/05/2015;2015-552;Affaires étrangères et coopération, Traités et conventions
projet de loi autorisant l'approbation de la Convention postale universelle;projet de loi;03/12/2014;http://www.senat.fr/dossier-legislatif/pjl14-328.html;promulgué;;;20/05/2015;2015-553;Affaires étrangères et coopération, Traités et conventions
projet de loi autorisant la ratification de l'accord concernant le transfert et la mutualisation des contributions au Fonds de résolution unique;projet de loi;10/09/2014;http://www.senat.fr/dossier-legislatif/pjl13-798.html;promulgué;;;15/05/2015;2015-533;Affaires étrangères et coopération, Économie et finances, fiscalité, Union européenne
projet de loi autorisant la ratification du traité d'extradition entre la République française et la République populaire de Chine;projet de loi;16/11/2011;http://www.senat.fr/dossier-legislatif/pjl11-529.html;promulgué;;;27/04/2015;2015-468;Affaires étrangères et coopération, Traités et conventions
projet de loi autorisant la ratification de l'accord d'association entre l'Union européenne et la Communauté européenne de l'énergie atomique et leurs États membres, d'une part, et la République de Moldavie, d'autre part;projet de loi;17/12/2014;http://www.senat.fr/dossier-legislatif/pjl14-198.html;promulgué;;;27/04/2015;2015-472;Affaires étrangères et coopération, Énergie, Union européenne
projet de loi autorisant la ratification de la convention n° 188 de l'Organisation internationale du travail relative au travail dans la pêche;projet de loi;16/04/2014;http://www.senat.fr/dossier-legislatif/pjl14-353.html;promulgué;;;27/04/2015;2015-470;Agriculture et pêche, Traités et conventions
projet de loi autorisant l'approbation du protocole sur l'application de l'accord européen avec l'Albanie concernant la réadmission des personnes en séjour irrégulier;projet de loi;27/11/2013;http://www.senat.fr/dossier-legislatif/pjl14-354.html;promulgué;;;27/04/2015;2015-469;Affaires étrangères et coopération, Police et sécurité, Traités et conventions, Union européenne
