Session;Numéro de texte;Date de dépôt;Auteurs;Titre;Type de dossier;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
1977;324;"20/04/1978";"Brigitte GROS, Adolphe CHAUVIN, Francis PALMERO, Jean CLUZEL, André COLIN, Jean-Marie BOULOUX, Jean COLIN, Georges TREILLE, Guy ROBERT, Jacques MOSSION, Pierre-Christian TAITTINGER, Richard POUILLE, Jean-Pierre FOURCADE, Armand BASTIT-ST MARTIN, Pierre BOUNEAU, Raymond BOURGINE, Raymond BRUN, Jean CHAMANT, Jean DESMARETS, Gilbert DEVEZE, Hector DUBOIS, Charles DURAND, Jacques GENTON, Baudouin de HAUTECLOCQUE, Rémi HERMENT, Marcel LEMAIRE, Jean MÉZARD, Paul RIBEYRE, Pierre SALLENAVE, Roland du LUART";"proposition de loi en vue de protèger les femmes contre le viol";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780324.html";"promulgué";"conforme";"19/12/1980";"23/12/1980";"80-1041";""
1977;327;"20/04/1978";"Lionel de TINGUY du POUET, René BALLAYER";"proposition de loi relative au paiement par billet à ordre";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780327.html";"caduc";"";"";"";"";""
1977;328;"20/04/1978";"Paul SERAMY, Jean-Marie BOULOUX, Jean CAUCHON, Pierre CECCALDI-PAVARD, Jean CLUZEL, François DUBANCHET, Henri GOETSCHY, René JAGER, Bernard LEMARIÉ, Louis LE MONTAGNER, Kléber MALÉCOT, André RABINEAU, Guy ROBERT, Pierre SALVI, Pierre SCHIELE, Georges TREILLE, Pierre VALLON";"proposition de loi relative à l'ouverture des droits à la retraite pour les maires ayant cessé leurs fonctions avant le 1er janvier 1973";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780328.html";"caduc";"";"";"";"";""
1977;329;"20/04/1978";"Paul SERAMY, Jean-Marie BOULOUX, Jean CAUCHON, Pierre CECCALDI-PAVARD, Jean CLUZEL, François DUBANCHET, Henri GOETSCHY, René JAGER, Louis LE MONTAGNER, Francis PALMERO, André RABINEAU, Guy ROBERT, Pierre SALVI, Georges TREILLE, Pierre VALLON";"proposition de loi relative à l'attribution de bonifications annuelles pour le calcul de la retraite des sapeurs-pompiers professionnels";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780329.html";"caduc";"";"";"";"";""
1977;336;"21/04/1978";"Serge MATHIEU, Pierre VALLON";"proposition de loi tendant à modifier les articles 303 et 305 du code de l'urbanisme et de l'habitation";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780336.html";"caduc";"";"";"";"";""
1977;338;"27/04/1978";"Charles BEAUPETIT";"proposition de loi modifiant la loi no 77-6 du 3 janvier 1977 relative à l'exploitation des voitures dites << de petite remise >>";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780338.html";"caduc";"";"";"";"";""
1977;342;"27/04/1978";"Roger BOILEAU, Brigitte GROS, André BOHL, Dominique PADO, Francis PALMERO, Jean FRANCOU";"proposition de loi modifiant certaines dispositions du code électoral et relative à l'élection des conseils municipaux des villes de plus de 30000 habitants, des conseils généraux et des membres de l'Assemblée nationale";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780342.html";"caduc";"";"";"";"";""
1977;343;"27/04/1978";"Edouard BONNEFOUS";"proposition de loi visant à remplacer la peine de mort par l'échafaud par un autre moyen d'exécution de la sentence";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780343.html";"caduc";"";"";"";"";""
1977;344;"28/04/1978";"Pierre SCHIELE, Paul RIBEYRE, Jean-Marie BOULOUX, Jean CAUCHON, Jean CLUZEL, André FOSSET, Henri GOETSCHY, René JAGER, Bernard LEMARIÉ, Kléber MALÉCOT, Francis PALMERO, Guy ROBERT, Pierre SALVI, Georges TREILLE, Pierre VALLON";"proposition de loi modifiant l'article 18, alinéa 4, de la loi no 72-619 du 5 juillet 1972 portant création et organisation des régions";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780344.html";"caduc";"";"";"";"";""
1977;351;"12/05/1978";"Henri CAILLAVET";"proposition de loi constitutionnelle tendant à modifier les articles 17 et 65 de la Constitution";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s77780351.html";"caduc";"";"";"";"";""
1977;352;"12/05/1978";"Henri CAILLAVET";"proposition de loi constitutionnelle constitutionnelle tendant à modifier l'article 11 de la Constitution";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s77780352.html";"caduc";"";"";"";"";""
1977;357;"18/05/1978";"Richard POUILLE";"proposition de loi tendant à assimiler le cas des personnels des districts à ceux des communautés urbaines, en cas de dissolution de l'organisme de coopération intercommunale";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780357.html";"Première lecture (Sénat)";"";"";"";"";""
1977;365;"23/05/1978";"Henri CAILLAVET";"proposition de loi tendant à protéger les clients des agences matrimoniales";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780365.html";"caduc";"";"";"";"";""
1977;368;"24/05/1978";"François DUBANCHET, André BOHL, Claude MONT, Jacques MOSSION, Roger POUDONSON, Gilbert BELIN";"proposition de loi tendant à faire bénéficier les mineurs des houillères de bassin reconvertis avant le 30 juin 1971 des dispositions de l'article 11 de la loi de finances rectificative pour 1973 (no 73-1128 du 21 décembre 1973)";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780368.html";"caduc";"";"";"";"";""
1977;369;"24/05/1978";"Roger BOILEAU";"proposition de loi complétant l'article L. 1649 du Code des communes relatif à la dissolution des districts";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780369.html";"caduc";"";"";"";"";""
1977;370;"24/05/1978";"Jacques MOSSION, Jean CAUCHON, René TINANT";"proposition de loi visant à indemniser les victimes de collisions routières avec le gibier sauvage";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780370.html";"caduc";"";"";"";"";""
1977;371;"24/05/1978";"Guy PETIT, Paul RIBEYRE, Jacques DESCOURS DESACRES, Jean-Marie GIRAULT, Philippe DE BOURGOING, Pierre SALLENAVE, Michel LABEGUERIE, Pierre BOUNEAU, Jacques BOYER-ANDRIVET, Jean-François PINTAT, Raymond BRUN, Louis BOYER, Eugène BONNET, Jean CLUZEL, Louis BRIVES";"proposition de loi tendant à assimiler à l'égard de l'article L.29 du Code des débits de boissons, les casinos autorisés aux hôtels classés de tourisme dans les catégories 3, 4 étoiles et 4 étoiles luxe et aux services des transports aériens maritimes, fluviaux ou ferrovia";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780371.html";"caduc";"";"";"";"";""
1977;381;"01/06/1978";"Robert SCHWINT, Marcel CHAMPEIX, Félix CICCOLINI, Georges DAYAN, Jean GEOFFROY, Edgar TAILHADES, Jean NAYROU";"proposition de loi sur la prévention et la répression du viol";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780381.html";"caduc";"";"";"";"";""
1977;386;"01/06/1978";"Georges BERCHET";"proposition de loi tendant à assurer aux groupements de communes les mêmes droits qu'aux communes en matière de remboursement de la taxe à la valeur ajoutée acquittée sur leurs dépenses d'investissement";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780386.html";"caduc";"";"";"";"";""
1977;392;"01/06/1978";"Francis PALMERO, Jean CAUCHON, Jean FRANCOU";"proposition de loi portant statut des agences matrimoniales";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780392.html";"caduc";"";"";"";"";""
1977;397;"06/06/1978";"Jean-Marie RAUSCH, Robert SCHMITT, André BOHL, René JAGER, Louis JUNG, Marcel RUDLOFF, Pierre SCHIELE, Henri GOETSCHY, CHARLES ZWICKERT";"proposition de loi tendant à accorder des bonifications d'annuités pour le calcul de leur pension de retraite aux agents de l'Etat, des collectivités locales et de la SNCF, des départements du Haut-Rhin, Bas-Rhin et Moselle réfractaires à l'annexion de fait entre 1940 et 1";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780397.html";"caduc";"";"";"";"";""
1977;405;"13/06/1978";"Guy SCHMAUS, Bernard Michel HUGO, James MARSON, Hélène LUC, Marcel ROSETTE, Jean OOGHE, Paul JARGOT, Camille VALLIN, Fernand CHATELAIN";"proposition de loi tendant à mettre en place des radios locales dans le cadre du service public";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780405.html";"caduc";"";"";"";"";""
1977;406;"13/06/1978";"Edouard BONNEFOUS, Maurice BLIN";"proposition de loi organique tendant à modifier l'ordonnance no 59-2 du 2 janvier 1959 portant loi organique relative aux lois de finances en vue de permettre une meilleure organisation de la discussion budgétaire";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s77780406.html";"Première lecture (Sénat)";"";"";"";"";""
1977;407;"13/06/1978";"François DUBANCHET, Jean-Marie BOULOUX, Auguste CHUPIN, Francisque COLLOMB, Henri GOETSCHY, Bernard LEMARIÉ, Daniel MILLAUD, Jacques MOSSION, Francis PALMERO, Roger POUDONSON, André RABINEAU, Guy ROBERT, Marcel RUDLOFF, Raoul VADEPIED, CHARLES ZWICKERT, Maurice FONTAINE, Lucien GAUTIER, Alfred GERIN, Charles-Edmond LENGLET, Louis MARTIN, Roger MOREAU, Pierre PERRIN";"proposition de loi relative aux effets des clauses de réserves de proprieté dans les contrats de vente";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780407.html";"promulgué";"";"";"12/05/1980";"80-335";""
1977;415;"14/06/1978";"René CHAZELLE, Marcel CHAMPEIX, Félix CICCOLINI, Georges DAYAN, Jean GEOFFROY, Jean NAYROU, Irma RAPUZZI, Edgar TAILHADES";"proposition de loi constitutionnelle portant modification de l'article 45 de la Constitution";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s77780415.html";"caduc";"";"";"";"";""
1977;416;"14/06/1978";"Francis PALMERO";"proposition de loi tendant à modifier l'article L. 228 du code électoral concernant les élections municipales (conseillers forains)";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780416.html";"caduc";"";"";"";"";""
1977;417;"14/06/1978";"Francis PALMERO, Jean CAUCHON";"proposition de loi tendant à modifier l'article 69 de la loi du 10 août 1871 pour augmenter le nombre des membres de la Commission départementale";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780417.html";"caduc";"";"";"";"";""
1977;418;"14/06/1978";"Francis PALMERO, Jean CAUCHON, Pierre SCHIELE";"proposition de loi portant statut du locataire-gérant de station service";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780418.html";"caduc";"";"";"";"";""
1977;419;"14/06/1978";"Paul SERAMY, Jean CAUCHON, Roger POUDONSON, Pierre SCHIELE";"proposition de loi tendant à modifier les conditions de réversion de la pension de l'épouse fonctionnaire";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780419.html";"caduc";"";"";"";"";""
1977;420;"14/06/1978";"René JAGER, Jean GRAVIER, Jean-Pierre BLANC, Francis PALMERO, René BALLAYER";"proposition de loi organique complétant l'ordonnance no 58-1360 du 29 décembre 1958 portant loi organique relative au Conseil économique et social afin d'assurer la représentation des consommateurs";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s77780420.html";"caduc";"";"";"";"";""
1977;421;"14/06/1978";"Francis PALMERO";"proposition de loi relative à l'indemnité des conseillers généraux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780421.html";"caduc";"";"";"";"";""
1977;422;"14/06/1978";"Francis PALMERO";"proposition de loi tendant à élargir les dispositions concernant l'établissement des servitudes du survol prévues par les lois du 8 juillet 1941 et du 31 décembre 1966";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780422.html";"caduc";"";"";"";"";""
1977;423;"14/06/1978";"Francis PALMERO, Octave BAJEUX, Jean FRANCOU, Edouard LE JEUNE, Maurice PREVOTEAU, Pierre SCHIELE, René TINANT";"proposition de loi tendant à modifier l'article 55 du Code civil concernant les déclarations de naissances";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780423.html";"caduc";"";"";"";"";""
1977;424;"14/06/1978";"Francis PALMERO";"proposition de loi tendant à modifier l'article 42 de la loi du 10 juillet 1965 fixant le statut de la copropriété des immeubles bâtis";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780424.html";"caduc";"";"";"";"";""
1977;425;"14/06/1978";"Francis PALMERO, François DUBANCHET, Jean FRANCOU, Jacques MOSSION, André RABINEAU, Pierre VALLON";"proposition de loi portant modification de l'article 12 du code pénal concernant l'exécution de la condamnation à mort";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780425.html";"caduc";"";"";"";"";""
1977;426;"14/06/1978";"Francis PALMERO, Roger POUDONSON, Georges LOMBARD, Jean-Marie BOULOUX, Jean CAUCHON, Charles FERRANT, Jean FRANCOU, Jean SAUVAGE, Raoul VADEPIED";"proposition de loi tendant à instituer le sursis-contrat";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780426.html";"caduc";"";"";"";"";""
1977;427;"14/06/1978";"Francis PALMERO, Jean FRANCOU, Georges LOMBARD";"proposition de loi sur l'égalité de l'homme et de la femme en matière de nom";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780427.html";"caduc";"";"";"";"";""
1977;428;"14/06/1978";"Francis PALMERO, Marcel RUDLOFF";"proposition de loi relative au nom des enfants de parents divorcés";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780428.html";"caduc";"";"";"";"";""
1977;429;"14/06/1978";"Francis PALMERO";"proposition de loi tendant à modifier l'article L. 191 du code électoral en ce qui concerne l'élection des conseillers généraux dans les communes comptant plusieurs cantons";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780429.html";"caduc";"";"";"";"";""
1977;430;"14/06/1978";"André BOHL, Pierre VALLON, Jean CAUCHON, Louis JUNG, Michel LABEGUERIE";"proposition de loi tendant à modifier le livre cinquième du Code du travail afin de rendre obligatoire la médiation dans les conflits collectifs du travail non réglés par voie de conciliation";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780430.html";"caduc";"";"";"";"";""
1977;431;"14/06/1978";"Francis PALMERO, Jean FRANCOU, Jean-Marie BOULOUX, Jean COLIN";"proposition de loi tendant à l'alignement de la situation des titulaires de pensions garanties sur celle de leurs homologues métropolitains";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780431.html";"caduc";"";"";"";"";""
1977;432;"14/06/1978";"Francis PALMERO, Jean GRAVIER";"proposition de loi tendant à instituer un contrôle technique obligatoire des véhicules automobiles de tourisme";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780432.html";"caduc";"";"";"";"";""
1977;433;"14/06/1978";"Francis PALMERO, Charles de CUTTOLI, Jean SAUVAGE, Roger BOILEAU, Jean FRANCOU";"proposition de loi constitutionnelle constitutionnelle portant suppression des dispositions de la Constitution relatives à la Communauté";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s77780433.html";"caduc";"";"";"";"";""
1977;434;"14/06/1978";"Francis PALMERO";"proposition de loi constitutionnelle constitutionnelle modifiant l'article 18 de la Constitution";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s77780434.html";"caduc";"";"";"";"";""
1977;435;"14/06/1978";"Rolande PERLICAN, Hélène LUC, Marie-Thérèse GOUTMANN, Serge BOUCHENY, Fernand CHATELAIN, Léon DAVID, Jacques EBERHARD, Gérard EHLERS, Pierre GAMBOA, Jean GARCIA, Bernard Michel HUGO, Paul JARGOT, Charles LEDERMAN, Fernand LEFORT, Léandre LETOQUART, Anicet LE PORS, James MARSON, Jean OOGHE, Marcel ROSETTE, Guy SCHMAUS, Camille VALLIN, Hector VIRON, Marcel GARGAR";"proposition de loi tendant à instaurer pour la femme, la promotion, l'égalité, la liberté dans le travail, la famille, la société";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780435.html";"caduc";"";"";"";"";""
1977;436;"14/06/1978";"Pierre GAMBOA, Hector VIRON, Marcel GARGAR, Rolande PERLICAN, Serge BOUCHENY, Fernand CHATELAIN, Léon DAVID, Jacques EBERHARD, Gérard EHLERS, Jean GARCIA, Marie-Thérèse GOUTMANN, Bernard Michel HUGO, Paul JARGOT, Charles LEDERMAN, Fernand LEFORT, Léandre LETOQUART, Anicet LE PORS, Hélène LUC, James MARSON, Jean OOGHE, Marcel ROSETTE, Guy SCHMAUS, Camille VALLIN";"proposition de loi tendant à promouvoir des mesures urgentes en faveur des chômeurs et de leur famille";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780436.html";"caduc";"";"";"";"";""
1977;437;"14/06/1978";"Rolande PERLICAN, Hélène LUC, Hector VIRON, Marcel GARGAR, Pierre GAMBOA, Marcel ROSETTE, Fernand CHATELAIN";"proposition de loi tendant à assurer l'égalité effective de rémunération entre les hommes et les femmes";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780437.html";"caduc";"";"";"";"";""
1977;438;"14/06/1978";"Rolande PERLICAN, Hélène LUC, Hector VIRON, Marcel GARGAR, Pierre GAMBOA";"proposition de loi tendant à assurer un minimum de ressources aux veuves";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780438.html";"caduc";"";"";"";"";""
1977;439;"14/06/1978";"Camille VALLIN, Jean OOGHE, Paul JARGOT, Marcel ROSETTE, Fernand CHATELAIN, Léon DAVID, Fernand LEFORT, Léandre LETOQUART";"proposition de loi tendant à assurer le remboursement de la taxe sur la valeur ajoutée payée sur leurs travaux et achats par les collectivités locales et régionales";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780439.html";"caduc";"";"";"";"";""
1977;440;"14/06/1978";"Hector VIRON, Marcel GARGAR, Rolande PERLICAN, Pierre GAMBOA, Paul JARGOT";"proposition de loi tendant à fixer à soixante ans pour les hommes et à cinquante cinq ans pour les femmes et les travailleurs des métiers pénibles et insalubres l'âge auquel ils pourront bénéficier de la retraite à taux plein";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780440.html";"caduc";"";"";"";"";""
1977;441;"14/06/1978";"René TOUZET";"proposition de loi tendant à déclarer le 8 mai jour férié";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780441.html";"promulgué";"";"";"02/10/1981";"81-893";""
1977;444;"15/06/1978";"Anicet LE PORS, Jacques EBERHARD, Gérard EHLERS, Léon DAVID, Fernand CHATELAIN, Léandre LETOQUART";"proposition de loi tendant à assurer la sauvegarde et le développement de la conchyliculture francaise";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780444.html";"caduc";"";"";"";"";""
1977;445;"15/06/1978";"Hélène LUC, Rolande PERLICAN, Marie-Thérèse GOUTMANN, Hector VIRON, Pierre GAMBOA, Marcel ROSETTE, Fernand CHATELAIN";"proposition de loi relative à la protection des victimes d'agressions sexuelles et notamment de viol";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780445.html";"caduc";"";"";"";"";""
1977;447;"16/06/1978";"Michel CHAUTY";"proposition de loi tendant à créer une société nationale de géothermie";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780447.html";"caduc";"";"";"";"";""
1977;474;"27/06/1978";"Charles PASQUA";"proposition de loi modifiant certaines dispositions du code électoral";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780474.html";"caduc";"";"";"";"";""
1977;477;"27/06/1978";"Edouard BONNEFOUS";"proposition de loi relative à la protection des enfants martyrisés";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780477.html";"caduc";"";"";"";"";""
1977;492;"29/06/1978";"Robert SCHWINT, Marcel CHAMPEIX, André MERIC, Noël BERRIER, Michel MOREIGNE, Georges DAGONIA, Michel DARRAS, Marcel MATHY, Jean-Jacques PERRON, Marcel SOUQUET, Jean VARLET";"proposition de loi tendant à déclarer l'anniversaire du 8 mai jour férié";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780492.html";"caduc";"";"";"";"";""
1977;493;"29/06/1978";"Robert SCHWINT, Marcel CHAMPEIX, Noël BERRIER, Georges DAGONIA, Michel DARRAS, Marcel MATHY, André MERIC, Michel MOREIGNE, Jean-Jacques PERRON, Marcel SOUQUET, Jean VARLET";"proposition de loi relative à la constitution d'une commission chargée de faire des propositions en faveur des épouses d'artisans et de commercants";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s77780493.html";"caduc";"";"";"";"";""
